"SRL" "MIG" "GMax" "GMin" "SCI" "RCI" "GER" "MSM*" "est.p.SCI" "est.p.RCI" "est.p.GER" "est.p.MSM*" "GER*" "GERt" "p.Wills"
"tree_132" 4005.7632 8270.199 73192.897 376.1 0.692452830188679 -106.457511018125 0.891589587495863 0.0454765356915837 7.63286153605194e-05 2.41442908113633e-85 1.60058305208334e-195 0 1 1 0
"tree_133" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_134" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_135" 4005.7632 8246.749 73192.897 376.1 0.690566037735849 -105.872104471877 0.891911628576577 0.0456058502568709 0.000141879755724748 2.23399070963949e-85 6.5732747016351e-196 0 1 1 0
"tree_136" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_137" 4005.7632 8326.049 73192.897 376.1 0.694339622641509 -107.851752195437 0.890822594133054 0.0451714852987293 4.00686858393974e-05 2.90487802768002e-85 1.32193818413723e-194 0 1 1 0
"tree_138" 4005.7632 8326.049 73192.897 376.1 0.694339622641509 -107.851752195437 0.890822594133054 0.0451714852987293 4.00686858393974e-05 2.90487802768002e-85 1.32193818413723e-194 0 1 1 0
"tree_139" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_140" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_141" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_142" 4005.7632 8361.319 73192.897 376.1 0.690566037735849 -108.732233597832 0.890338227867946 0.0449809414041014 0.000141879755724748 3.26457760565673e-85 4.98531967221607e-194 0 1 1 0
"tree_143" 4005.7632 8420.599 73192.897 376.1 0.690566037735849 -110.212101404297 0.889524129988854 0.0446642810089876 0.000141879755724748 3.9719588343029e-85 4.59375464939118e-193 0 1 1 0
"tree_144" 4005.7632 8271.699 73192.897 376.1 0.692452830188679 -106.49495706586 0.891568987853174 0.0454682889210548 7.63286153605194e-05 2.42645358822163e-85 1.69422279073954e-195 0 1 1 0
"tree_145" 4005.7632 8282.399 73192.897 376.1 0.694339622641509 -106.762072206365 0.891422043735321 0.0454095486102517 4.00686858393974e-05 2.51397873593278e-85 2.54099365158912e-195 0 1 1 0
"tree_146" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_147" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_148" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_149" 4005.7632 8283.849 73192.897 376.1 0.690566037735849 -106.798270052508 0.891402130747388 0.045401600149882 0.000141879755724748 2.52607941021579e-85 2.6843819923705e-195 0 1 1 0
"tree_150" 4005.7632 8272.349 73192.897 376.1 0.690566037735849 -106.511183686544 0.891560061341341 0.0454647162492782 0.000141879755724748 2.43168273977864e-85 1.73647841697296e-195 0 1 1 0
"tree_151" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_152" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_153" 4005.7632 8272.349 73192.897 376.1 0.690566037735849 -106.511183686544 0.891560061341341 0.0454647162492782 0.000141879755724748 2.43168273977864e-85 1.73647841697296e-195 0 1 1 0
"tree_154" 4005.7632 8280.449 73192.897 376.1 0.690566037735849 -106.71339234431 0.891448823270818 0.0454202423081164 0.000141879755724748 2.4977965234112e-85 2.36013341945195e-195 0 1 1 0
"tree_155" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_156" 4005.7632 8285.849 73192.897 376.1 0.690566037735849 -106.848198116154 0.891374664557135 0.0453906413211247 0.000141879755724748 2.54286537771527e-85 2.89549307657799e-195 0 1 1 0
"tree_157" 4005.7632 8285.849 73192.897 376.1 0.690566037735849 -106.848198116154 0.891374664557135 0.0453906413211247 0.000141879755724748 2.54286537771527e-85 2.89549307657799e-195 0 1 1 0
"tree_158" 4005.7632 8313.349 73192.897 376.1 0.692452830188679 -107.534708991285 0.890997004441159 0.0452404921289844 7.63286153605194e-05 2.78527725084194e-85 8.18738912878576e-195 0 1 1 0
"tree_159" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_160" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_161" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_162" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_163" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_164" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_165" 4005.7632 8278.049 73192.897 376.1 0.692452830188679 -106.653478667935 0.891481782699121 0.0454334106985837 7.63286153605194e-05 2.4780225078331e-85 2.15506824030295e-195 0 1 1 0
"tree_166" 4005.7632 8288.349 73192.897 376.1 0.690566037735849 -106.910608195712 0.891340331819319 0.0453769502225353 0.000141879755724748 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_167" 4005.7632 8289.549 73192.897 376.1 0.692452830188679 -106.940565033899 0.891323852105167 0.045370381428471 7.63286153605194e-05 2.57421325500499e-85 3.330659511503e-195 0 1 1 0
"tree_168" 4005.7632 8243.349 73192.897 376.1 0.690566037735849 -105.787226763679 0.891958321100007 0.0456246605596827 0.000141879755724748 2.20897021080172e-85 5.77656847962662e-196 0 1 1 0
"tree_169" 4005.7632 8278.049 73192.897 376.1 0.692452830188679 -106.653478667935 0.891481782699121 0.0454334106985837 7.63286153605194e-05 2.4780225078331e-85 2.15506824030295e-195 0 1 1 0
"tree_170" 4005.7632 8278.049 73192.897 376.1 0.692452830188679 -106.653478667935 0.891481782699121 0.0454334106985837 7.63286153605194e-05 2.4780225078331e-85 2.15506824030295e-195 0 1 1 0
"tree_171" 4005.7632 8238.349 73192.897 376.1 0.690566037735849 -105.662406604564 0.892026986575639 0.0456523509746917 0.000141879755724748 2.17268222709349e-85 4.77659457058183e-196 0 1 1 0
"tree_172" 4005.7632 8282.149 73192.897 376.1 0.690566037735849 -106.755831198409 0.891425477009103 0.0454109193157476 0.000141879755724748 2.51189826394302e-85 2.51705534874105e-195 0 1 1 0
"tree_173" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_174" 4005.7632 8272.349 73192.897 376.1 0.690566037735849 -106.511183686544 0.891560061341341 0.0454647162492782 0.000141879755724748 2.43168273977864e-85 1.73647841697296e-195 0 1 1 0
"tree_175" 4005.7632 8210.649 73192.897 376.1 0.692452830188679 -104.970902923068 0.89240739331064 0.0458063668292239 7.63286153605194e-05 1.98215585302618e-85 1.66358700124706e-196 0 1 1 0
"tree_176" 4005.7632 8260.879 73192.897 376.1 0.690566037735849 -106.224846241535 0.891717579942441 0.0455278427392533 0.000141879755724748 2.34103735077047e-85 1.12402292428055e-195 0 1 1 0
"tree_177" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_178" 4005.7632 8234.249 73192.897 376.1 0.694339622641509 -105.56005407409 0.892083292265657 0.0456750822084686 4.00686858393974e-05 2.14337020837388e-85 4.08691672282326e-196 0 1 1 0
"tree_179" 4005.7632 8219.849 73192.897 376.1 0.694339622641509 -105.20057201584 0.892281048835477 0.0457550984209077 4.00686858393974e-05 2.04351121579963e-85 2.3622398191105e-196 0 1 1 0
"tree_180" 4005.7632 8212.549 73192.897 376.1 0.692452830188679 -105.018334583532 0.892381300429899 0.0457957693768402 7.63286153605194e-05 1.99467467204768e-85 1.7885688269509e-196 0 1 1 0
"tree_181" 4005.7632 8222.749 73192.897 376.1 0.694339622641509 -105.272967708126 0.89224122285961 0.045738961507885 4.00686858393974e-05 2.06324139705341e-85 2.63812988974011e-196 0 1 1 0
"tree_182" 4005.7632 8216.099 73192.897 376.1 0.694339622641509 -105.106956896504 0.892332547942201 0.0457759820080065 4.00686858393974e-05 2.01827680135422e-85 2.04772032947578e-196 0 1 1 0
"tree_183" 4005.7632 8240.649 73192.897 376.1 0.694339622641509 -105.719823877757 0.891995400456848 0.0456396092103911 4.00686858393974e-05 2.1893002569061e-85 5.2131129772555e-196 0 1 1 0
"tree_184" 4005.7632 8252.149 73192.897 376.1 0.694339622641509 -106.006910243721 0.891837469862894 0.0455760069286194 4.00686858393974e-05 2.27431139398912e-85 8.06978663534311e-196 0 1 1 0
"tree_185" 4005.7632 8240.649 73192.897 376.1 0.694339622641509 -105.719823877757 0.891995400456848 0.0456396092103911 4.00686858393974e-05 2.1893002569061e-85 5.2131129772555e-196 0 1 1 0
"tree_186" 4005.7632 8195.649 73192.897 376.1 0.692452830188679 -104.596442445724 0.892613389737535 0.0458902034481955 7.63286153605194e-05 1.88603547543356e-85 9.38574395384058e-197 0 1 1 0
"tree_187" 4005.7632 8284.449 73192.897 376.1 0.692452830188679 -106.813248471602 0.891393890890312 0.0453983119456707 7.63286153605194e-05 2.53110356256123e-85 2.74605010925808e-195 0 1 1 0
"tree_188" 4005.7632 8289.049 73192.897 376.1 0.692452830188679 -106.928083017988 0.891330718652731 0.0453731181948617 7.63286153605194e-05 2.56995463573263e-85 3.2682424640798e-195 0 1 1 0
"tree_189" 4005.7632 8272.949 73192.897 376.1 0.692452830188679 -106.526162105638 0.891551821484265 0.0454614188966957 7.63286153605194e-05 2.43651962450332e-85 1.77641595082566e-195 0 1 1 0
"tree_190" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_191" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_192" 4005.7632 8273.349 73192.897 376.1 0.690566037735849 -106.536147718367 0.891546328246215 0.0454592209273415 0.000141879755724748 2.43974954428586e-85 1.80354863188516e-195 0 1 1 0
"tree_193" 4005.7632 8257.449 73192.897 376.1 0.692452830188679 -106.139219612383 0.891764684458725 0.0455467542094417 7.63286153605194e-05 2.314591096838e-85 9.86839923165766e-196 0 1 1 0
"tree_194" 4005.7632 8254.849 73192.897 376.1 0.690566037735849 -106.074313129643 0.891800390506053 0.045561099906249 0.000141879755724748 2.2947431069415e-85 8.94096620889605e-196 0 1 1 0
"tree_195" 4005.7632 8278.049 73192.897 376.1 0.692452830188679 -106.653478667935 0.891481782699121 0.0454334106985837 7.63286153605194e-05 2.4780225078331e-85 2.15506824030295e-195 0 1 1 0
"tree_196" 4005.7632 8372.819 73192.897 376.1 0.690566037735849 -109.019319963796 0.890180297273993 0.0449191604404681 0.000141879755724748 3.39120793502686e-85 7.67768945837299e-194 0 1 1 0
"tree_197" 4005.7632 8181.229 73192.897 376.1 0.690566037735849 -104.236461106837 0.892811420969258 0.0459710882069185 0.000141879755724748 1.79801795264201e-85 5.40948501541393e-197 0 1 1 0
"tree_198" 4005.7632 8221.689 73192.897 376.1 0.692452830188679 -105.246505834394 0.892255779940444 0.0457448585077835 7.63286153605194e-05 2.05600773995522e-85 2.53374615603993e-196 0 1 1 0
"tree_199" 4005.7632 8355.009 73192.897 376.1 0.694339622641509 -108.574710557029 0.890424883698194 0.0450149126111055 4.00686858393974e-05 3.19711145604339e-85 3.93280789123149e-194 0 1 1 0
"tree_200" 4005.7632 8149.509 73192.897 376.1 0.690566037735849 -103.444602017413 0.893247034746667 0.0461500195901373 0.000141879755724748 1.61855659420021e-85 1.60520454607962e-197 0 1 1 0
"tree_201" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_202" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_203" 4005.7632 8300.149 73192.897 376.1 0.694339622641509 -107.205183771222 0.891178281296828 0.0453124395718679 4.00686858393974e-05 2.66617081306348e-85 4.97295028998244e-195 0 1 1 0
"tree_204" 4005.7632 8319.249 73192.897 376.1 0.692452830188679 -107.681996779041 0.890915979179914 0.0452084076339102 7.63286153605194e-05 2.84021636875213e-85 1.02291136232003e-194 0 1 1 0
"tree_205" 4005.7632 8381.049 73192.897 376.1 0.694339622641509 -109.224773945699 0.890067273901103 0.0448750508438741 4.00686858393974e-05 3.48482762448121e-85 1.04547446871739e-193 0 1 1 0
"tree_206" 4005.7632 8784.449 73192.897 376.1 0.694339622641509 -119.295264383077 0.884527343327117 0.0428142960360974 4.00686858393974e-05 1.32086257613948e-84 2.9049830410048e-187 0 1 1 0
"tree_207" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_208" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_209" 4005.7632 8257.449 73192.897 376.1 0.692452830188679 -106.139219612383 0.891764684458725 0.0455467542094417 7.63286153605194e-05 2.314591096838e-85 9.86839923165766e-196 0 1 1 0
"tree_210" 4005.7632 8294.849 73192.897 376.1 0.692452830188679 -107.072874402561 0.891251066700998 0.045341391989173 7.63286153605194e-05 2.61978963691859e-85 4.07000338431455e-195 0 1 1 0
"tree_211" 4005.7632 8257.149 73192.897 376.1 0.692452830188679 -106.131730402836 0.891768804387262 0.0455484090210798 7.63286153605194e-05 2.31229223358295e-85 9.75667019301829e-196 0 1 1 0
"tree_212" 4005.7632 8226.949 73192.897 376.1 0.692452830188679 -105.377816641783 0.892183543860079 0.0457156109755877 7.63286153605194e-05 2.09215346763454e-85 3.09562845080711e-196 0 1 1 0
"tree_213" 4005.7632 8294.849 73192.897 376.1 0.692452830188679 -107.072874402561 0.891251066700998 0.045341391989173 7.63286153605194e-05 2.61978963691859e-85 4.07000338431455e-195 0 1 1 0
"tree_214" 4005.7632 8326.049 73192.897 376.1 0.694339622641509 -107.851752195437 0.890822594133054 0.0451714852987293 4.00686858393974e-05 2.90487802768002e-85 1.32193818413723e-194 0 1 1 0
"tree_215" 4005.7632 8319.549 73192.897 376.1 0.694339622641509 -107.689485988588 0.890911859251376 0.0452067774346903 4.00686858393974e-05 2.84303858059221e-85 1.0345538098264e-194 0 1 1 0
"tree_216" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_217" 4005.7632 8270.199 73192.897 376.1 0.692452830188679 -106.457511018125 0.891589587495863 0.0454765356915837 7.63286153605194e-05 2.41442908113633e-85 1.60058305208334e-195 0 1 1 0
"tree_218" 4005.7632 8281.699 73192.897 376.1 0.692452830188679 -106.744597384089 0.89143165690191 0.0454133867941832 7.63286153605194e-05 2.50815774087596e-85 2.47453183610886e-195 0 1 1 0
"tree_219" 4005.7632 8281.949 73192.897 376.1 0.690566037735849 -106.750838392045 0.891428223628128 0.0454120159397263 0.000141879755724748 2.51023512283762e-85 2.49806676505951e-195 0 1 1 0
"tree_220" 4005.7632 8258.049 73192.897 376.1 0.690566037735849 -106.154198031476 0.891756444601649 0.0455434449468634 0.000141879755724748 2.31919566431076e-85 1.00957002075647e-195 0 1 1 0
"tree_221" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_222" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_223" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_224" 4005.7632 8319.549 73192.897 376.1 0.694339622641509 -107.689485988588 0.890911859251376 0.0452067774346903 4.00686858393974e-05 2.84303858059221e-85 1.0345538098264e-194 0 1 1 0
"tree_225" 4005.7632 8288.479 73192.897 376.1 0.692452830188679 -106.913853519849 0.891338546516953 0.0453762385113119 7.63286153605194e-05 2.56510838053486e-85 3.19850896619838e-195 0 1 1 0
"tree_226" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_227" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_228" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_229" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_230" 4005.7632 8288.349 73192.897 376.1 0.692452830188679 -106.910608195712 0.891340331819319 0.0453769502225353 7.63286153605194e-05 2.56400437137797e-85 3.18281382066153e-195 0 1 1 0
"tree_231" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_232" 4005.7632 8280.149 73192.897 376.1 0.692452830188679 -106.705903134763 0.891452943199356 0.0454218879394562 7.63286153605194e-05 2.49531619033899e-85 2.33347214868735e-195 0 1 1 0
"tree_233" 4005.7632 8296.849 73192.897 376.1 0.694339622641509 -107.122802466207 0.891223600510745 0.045330462203181 4.00686858393974e-05 2.63719666162199e-85 4.38972754503621e-195 0 1 1 0
"tree_234" 4005.7632 8226.949 73192.897 376.1 0.692452830188679 -105.377816641783 0.892183543860079 0.0457156109755877 7.63286153605194e-05 2.09215346763454e-85 3.09562845080711e-196 0 1 1 0
"tree_235" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
"tree_236" 4005.7632 8281.699 73192.897 376.1 0.692452830188679 -106.744597384089 0.89143165690191 0.0454133867941832 7.63286153605194e-05 2.50815774087596e-85 2.47453183610886e-195 0 1 1 0
"tree_237" 4005.7632 8276.849 73192.897 376.1 0.692452830188679 -106.623521829748 0.891498262413273 0.0454399977576007 7.63286153605194e-05 2.4681941292798e-85 2.05930074946973e-195 0 1 1 0
